title,engine,gearbox,body,wheel,condition,creation_date,views_cnt,owners,pts,accident,customs,transmission,color,mileage,year,real_owner,price,dealer
BMW X4 20d II (G02),3.0 л / 431 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,60 (6 сегодня),1 владелец,Оригинал,0,Растаможен,задний,синий,71 274 км,2019,0,4 500 000 ₽,1
BMW 3 серии 320i xDrive VI (F3x) Рестайлинг,2.5 л / 192 л.с. / Бензин,механическая,седан,Левый,Не требует ремонта,21 октября,303 (9 сегодня),3 или более,Оригинал,1,Растаможен,задний,синий,115 442 км,2017,0,830 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,31 октября,29 (7 сегодня),3 или более,Оригинал,0,Растаможен,полный,чёрный,11 187 км,2021,0,2 499 000 ₽,1
BMW X6 30d II (F16),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,148 (18 сегодня),1 владелец,Оригинал,1,Растаможен,задний,белый,46 761 км,2017,0,3 299 000 ₽,1
BMW 5 серии 520d VII (G30/G31),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,31 октября,17 (3 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,90 489 км,2018,0,2 550 000 ₽,1
BMW X3 20i xDrive II (F25) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,28 октября,207 (36 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,136 255 км,2015,0,6 290 000 ₽,1
BMW X6 35i I (E71),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,30 октября,333 (45 сегодня),2 владельца,Оригинал,1,Растаможен,полный,красный,191 000 км,2009,0,2 939 000 ₽,0
BMW 3 серии 318d VII (G2x),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,23 октября,120 (3 сегодня),1 владелец,Оригинал,1,Растаможен,полный,синий,32 240 км,2021,0,2 441 000 ₽,1
BMW X5 30d IV (G05),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,31 (3 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,32 064 км,2021,0,1 620 000 ₽,1
BMW X3 20i xDrive II (F25),4.4 л / 462 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,10 октября,760 (39 сегодня),3 или более,Дубликат,0,Растаможен,полный,чёрный,160 000 км,2012,1,5 220 000 ₽,0
"BMW 4 серии M440i xDrive G22, G23, G26",2.0 л / 245 л.с. / Бензин,автоматическая,купе,Левый,Не требует ремонта,8 сентября,1858 (23 сегодня),3 или более,Оригинал,1,Растаможен,задний,зелёный,13 419 км,2021,0,1 837 000 ₽,1
BMW M4 F82/F83 Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,кабриолет,Левый,Не требует ремонта,4 ноября,210 (66 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,60 000 км,2017,0,2 970 000 ₽,0
BMW 5 серии 525i IV (E39) Рестайлинг,2.0 л / 245 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,3 ноября,752 (165 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,165 600 км,2003,0,1 673 000 ₽,0
BMW X4 20d I (F26),2.0 л / 150 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 октября,303 (8 сегодня),1 владелец,Оригинал,1,Растаможен,полный,серый,81 155 км,2015,0,2 465 000 ₽,1
BMW 3 серии 320d VII (G2x),2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,6 октября,84 (2 сегодня),2 владельца,Оригинал,1,Растаможен,задний,серый,90 303 км,2019,0,1 599 000 ₽,1
BMW 5 серии 520d VI (F10/F11/F07) Рестайлинг,4.0 л / 420 л.с. / Бензин,механическая,седан,Левый,Не требует ремонта,17 октября,1771 (74 сегодня),3 или более,Оригинал,1,Растаможен,задний,чёрный,46 350 км,2016,0,2 150 000 ₽,0
BMW X3 20d xDrive III (G01) Рестайлинг,2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,2 октября,492 (9 сегодня),1 владелец,Оригинал,0,Растаможен,полный,серый,11 055 км,2021,0,4 235 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,29 сентября,360 (12 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,70 464 км,2018,0,6 650 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31),3.0 л / 249 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,18 октября,299 (8 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,250 712 км,2019,0,11 700 000 ₽,1
BMW X3 20d xDrive II (F25) Рестайлинг,2.5 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,175 (20 сегодня),3 или более,Дубликат,1,Растаможен,задний,белый,216 000 км,2015,0,650 000 ₽,1
BMW X5 50i IV (G05),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,18 октября,548 (30 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,117 132 км,2018,0,5 250 000 ₽,1
BMW 5 серии Long 528Li VI (F10/F11/F07) Рестайлинг,2.0 л / 192 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,19 октября,600 (7 сегодня),3 или более,Оригинал,1,Растаможен,полный,синий,105 402 км,2014,0,2 250 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31),2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,11 октября,564 (16 сегодня),1 владелец,Оригинал,1,Растаможен,задний,серый,70 328 км,2018,0,2 915 000 ₽,1
BMW 5 серии 528i xDrive VI (F10/F11/F07),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,27 сентября,729 (18 сегодня),3 или более,Оригинал,0,Растаможен,задний,серебристый,94 262 км,2013,0,3 149 000 ₽,1
BMW X1 18d xDrive II (F48),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,21 октября,106 (2 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,113 375 км,2017,0,4 689 000 ₽,1
BMW 3 серии 320i VI (F3x) Рестайлинг,3.0 л / 265 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,25 октября,206 (12 сегодня),1 владелец,Оригинал,1,Растаможен,полный,серый,92 586 км,2016,0,3 490 000 ₽,1
BMW M3 IV (E90),2.0 л / 184 л.с. / Бензин,автоматическая,купе,Левый,Не требует ремонта,13 ноября 2021,20680 (76 сегодня),2 владельца,Оригинал,1,Растаможен,задний,серый,188 000 км,2008,0,3 148 000 ₽,0
BMW X4 20i II (G02),4.4 л / 407 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,29 (4 сегодня),3 или более,Дубликат,0,Растаможен,задний,чёрный,39 857 км,2020,0,545 000 ₽,1
BMW X5 30d IV (G05),2.0 л / 184 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,27 октября,473 (28 сегодня),3 или более,Оригинал,0,Растаможен,задний,чёрный,49 500 км,2020,1,1 790 000 ₽,0
